"","date","log_gdp_pc_s","gov_gdp_s","gov_con_gdp_s","pub_inv_gdp_s","priv_inv_gdp_s","tr_op_s","growth_gdp"
"29",2013-01-01,8.71360082369664,0.330818639488297,0.231042886610778,0.113752613978594,0.38712897024006,1.8664124891229,-0.000462275975288892
"30",2013-04-01,8.7368035062611,0.371942573150478,0.240028169020552,0.114159060786414,0.392616745737621,1.90595647467098,0.00269533345398633
"31",2013-07-01,8.74040313592556,0.356819882154275,0.244000509312267,0.114240307642491,0.414827844665688,2.00163621834205,0.000149626497449165
"32",2013-10-01,8.73693793652262,0.331903091388485,0.248098323899441,0.0881786865298363,0.371713386285493,1.99729373325311,-0.00029821832146643
"33",2014-01-01,8.75401054776748,0.384270780046191,0.253118314906148,0.120867556563084,0.377429425117125,2.01431348351084,0.0021583867663361
"34",2014-04-01,8.76300847300476,0.403365932923836,0.297267851150085,0.114020110444603,0.384030996421706,1.99004378386666,0.00100383008667319
"35",2014-07-01,8.76384158080981,0.385682646615064,0.274868750589874,0.110491068913519,0.383607259157017,2.03318219822106,-0.000231611881377265
"36",2014-10-01,8.78135909285968,0.371162327813337,0.263064217506447,0.112550128603979,0.469623880194909,2.07114500670732,0.00220579111655105
"37",2015-01-01,8.78582039092977,0.457324581778309,0.309653685362872,0.133102866552347,0.448978830861869,2.01134195902272,0.000749563521701535
"38",2015-04-01,8.77924965727648,0.413075573177744,0.256460793825451,0.16199384267881,0.422534675906686,2.00865293838521,-0.000830219263246285
"39",2015-07-01,8.81318769288581,0.436064825353882,0.285611412588023,0.152620491886999,0.441837878285049,1.99536817159521,0.00348179506113881
"40",2015-10-01,8.81844310455172,0.446307713855726,0.288319349256178,0.160209680500428,0.46545124199057,2.02050108815169,0.000889025693029149
"41",2016-01-01,8.81212944512591,0.475413593545809,0.317088898010447,0.177042855110674,0.437269330622023,1.98464555358856,-0.000429101671137084
"42",2016-04-01,8.83490568213841,0.483077479290893,0.301390806525086,0.161028431350712,0.423328346856807,2.00560862223213,0.00244713473776871
"43",2016-07-01,8.83525378773981,0.461224887624452,0.304576335609349,0.157671860504258,0.436211668256995,2.02383538647649,-0.000442077792691343
"44",2016-10-01,8.84393501851889,0.448501638593707,0.310098752598882,0.141647065682594,0.433984363007685,2.01972088872759,0.00137024093489347
"45",2017-01-01,8.87070646698371,0.475991994865944,0.307426636814227,0.157853332803786,0.430138357325376,2.07114890302257,0.00333921835046964
"46",2017-04-01,8.85823768250441,0.48426991955296,0.321883648424823,0.172300443113263,0.408064573658762,2.11090232657412,-0.00158500008772381
"47",2017-07-01,8.85525365460728,0.514024577705876,0.330696848777214,0.184139076526414,0.420546406115943,2.1793723290853,-0.000907975852801822
"48",2017-10-01,8.87040754189087,0.505766322281036,0.319496677870667,0.184444791529911,0.416690420711297,2.27055235834592,0.00219127714427254
"49",2018-01-01,8.88297803697282,0.486507993293526,0.333993952523285,0.176014544003456,0.406030597710603,2.20997570592569,0.0017693239239472
"50",2018-04-01,8.79265332525699,0.472431178684226,0.316544142584326,0.133021837127642,0.38409195449479,2.16222386394211,-0.0103664784564176
"51",2018-07-01,8.79648481662684,0.557101411739551,0.360766187207709,0.197022502781736,0.324216518089903,2.12288058244717,-0.000204180643971965
"52",2018-10-01,8.78834877796282,0.524180537968682,0.3407089828471,0.18074161351608,0.239359871461945,2.09441452181896,-0.000379960900270474
"53",2019-01-01,8.7714894829336,0.473416958587346,0.313317438027379,0.153698430705447,0.214861846919768,2.18789931159761,-0.00153211930287594
"54",2019-04-01,8.75514109552688,0.543537864773492,0.378286056150203,0.172185604067207,0.229002235484206,2.24893433715429,-0.00209420726729049
"55",2019-07-01,8.76661282026477,0.498037433856895,0.362349912107277,0.136507246487273,0.248566519026996,2.31697260131397,0.00059352007037387
"56",2019-10-01,8.7911354857582,0.598563887614839,0.401460096576668,0.194825788491998,0.215075857826276,2.31731128362822,0.0034335979348088
"57",2020-01-01,8.78072905221733,0.540749840341702,0.35665151348413,0.178147834448432,0.256129064109564,2.35100638407576,-0.000767500937266552
"58",2020-04-01,8.67168594402763,0.663912697865508,0.451874379510749,0.217779238226844,0.215121770494401,1.99590943447271,-0.0126319704832886
"59",2020-07-01,8.74264072857727,0.538855796314561,0.351503681527324,0.191257600304773,0.242998478218256,2.24815494250522,0.00738431867896544
"60",2020-10-01,8.75658223239581,0.632949477489733,0.384076968551922,0.241474585230015,0.27730112755105,2.39677624323308,0.00225439688647535
"61",2021-01-01,8.80276010566022,0.665562788671124,0.407154006522615,0.254262489314381,0.30549577596726,2.5257152317587,0.00568253296996341
"62",2021-04-01,8.82325079853438,0.571094995644207,0.360235903649385,0.218505838946855,0.375668557908475,2.7714046339763,0.00212939702353748
"63",2021-07-01,8.82556016325925,0.715655907995228,0.404268162751718,0.314632830075789,0.34575088659003,2.9376024945901,-0.00061268673540331
"64",2021-10-01,8.83913025964812,0.725600198125741,0.434224451903409,0.284080931664972,0.331124489185251,2.98056075263344,0.00220374496707046
"65",2022-01-01,8.83507423437401,0.655263125628611,0.401278275969976,0.249392406699667,0.353247307350716,3.2210968382022,-1.45889350077746e-05
"66",2022-04-01,8.85329269642146,0.662843682910881,0.396584610127525,0.275229021875779,0.36388013139424,3.28609250873458,0.00189210180922063
"67",2022-07-01,8.84418897240507,0.669953280035047,0.40180676673716,0.269529488824463,0.372213056848623,3.35934139856525,-0.00193051893808106
"68",2022-10-01,8.84853068841094,0.60733760856289,0.379397488538984,0.226652924806581,0.356302063454589,3.37385856086166,0.00115643956106339
