"","date","gdp","gov_con","pub_inv","priv_inv","x","m","pop","growth_pop","log_gdp_pc","gov_gdp","gov_con_gdp","pub_inv_gdp","priv_inv_gdp","tr_op","growth_gdp_pc","d_2008","d_2018"
"48",2017-10-01,49085076332.5117,17149094976.6179,11451120436.6772,19794807184.8625,40607252775.8662,63903294632.2572,6603335,0.00250377912453659,8.91373549879404,0.582666210388506,0.349374927329167,0.233291283059339,0.403275469121586,2.12917153678542,0.00722858080703337,0,0
"49",2018-01-01,47256021660.4064,14847397503.0003,7616954736.15225,18801576754.3747,49193542521.4626,57833852784.1858,6638252,0.00528778261287677,8.87048669153092,0.475375443167581,0.31419059373422,0.161184849433361,0.397866263256089,2.2648414222165,-0.00485192849495775,0,1
"50",2018-04-01,42787834961.2474,13978782631.7743,5271001940.23129,17259217185.9021,42277524240.0853,54303341431.106,6659818.79967882,0.00324886727391815,8.76791683436478,0.449889193726205,0.326699928716532,0.123189265009674,0.403367387051335,2.25720384680982,-0.0115630472975139,0,1
"51",2018-07-01,43914426182.3185,14799826058.5697,7594989180.32921,14339163937.234,42828807036.0508,48964563028.6803,6682508.56468511,0.00340696431671444,8.79050470902376,0.509964883656293,0.337015130224533,0.17294975343176,0.326525134991002,2.09027825352049,0.00257619627166683,0,1
"52",2018-10-01,45914985187.3687,17210890884.5222,10742972179.916,10373942367.4845,39453955701.2576,51410033454.7344,6706644.77209812,0.00361184833201149,8.83144802547731,0.608817860887134,0.374842566414614,0.233975294472521,0.225938053233619,1.97896152607251,0.00465767527677063,0,1
"53",2019-01-01,42891159918.0747,13776888064.2406,5949214379.7574,9615831000.89676,44973825640.4408,49962933718.8113,6732726.01247098,0.00388886563388021,8.75944090566312,0.459910678136855,0.321205770386147,0.138704907750708,0.224191442228742,2.21343417945769,-0.0081534896210077,0,1
"54",2019-04-01,41819864437.226,15035012182.58,6673209699.8682,9651446714.22182,47311669632.6904,51365574083.4571,6756554.04809976,0.00353913638913108,8.73061372751305,0.51908876737354,0.359518434239508,0.159570333134032,0.230786178867442,2.35957827802784,-0.00329098380370707,0,1
"55",2019-07-01,43225589339.8062,14428368847.5313,5146560116.04144,10844314926.6539,48128294704.2126,52202188438.8794,6780956.71913788,0.00361170366793431,8.76006974367876,0.452855108803486,0.333792299142681,0.119062809660805,0.250877202422951,2.32108999959194,0.00337387692149083,0,1
"56",2019-10-01,46725959821.7143,20748100979.8149,11918353881.9675,9422279194.80735,48039834520.765,53570237880.0718,6805794.60756233,0.00366288850573927,8.83428077656266,0.699107198363035,0.444037983574452,0.255069214788583,0.201649773076008,2.17459572341662,0.00847151164948845,0,1
"57",2020-01-01,43934197874.4494,16077894456.6452,7005654571.35753,11457774639.4812,53053545621.7959,53581884864.713,6830810.31663757,0.00367564854917122,8.76900498332485,0.525411869222434,0.365953977413926,0.159457891808508,0.260793987231179,2.42716233926111,-0.00738891992328161,0,1
"58",2020-04-01,39057844793.3065,16895447044.3688,7863200173.39177,8654193126.55544,38154588941.1461,43956788756.1665,6855553.86330211,0.00362234427799397,8.64773991935471,0.633896912356093,0.432574995721837,0.201321916634256,0.22157374971285,2.10230180727699,-0.0138288282650926,0,1
"59",2020-07-01,42801826094.9713,13707463725.7507,7227447705.28972,10499692470.7827,45753146578.557,50536637191.1909,6880529.64865231,0.00364314625020969,8.73564041363219,0.48911257628562,0.32025418016829,0.16885839611733,0.24530945122494,2.2496653193276,0.0101645626599787,0,1
"60",2020-10-01,45783729848.3751,19430044735.6342,14419518587.4327,12081014799.1468,45491033029.807,56669234421.3935,6905650.50984614,0.00365100689577854,8.79934407255694,0.73933607932706,0.424387545531611,0.314948533795449,0.263871354281451,2.23136620344239,0.00729238566474577,0,1
"61",2021-01-01,45572747881.7672,19272578491.6756,10326157223.8044,13709650002.6061,55488388646.8316,61606944240.529,6930842.57491596,0.00364803649328835,8.79108379318315,0.649483234854967,0.42289700286838,0.226586231986587,0.300830005646665,2.56941567778949,-0.000938738081574964,0,1
"62",2021-04-01,46115234358.6361,15742061962.5203,9220978440.41282,18052005372.2114,58118879228.1305,77119219125.9553,6956078.69785536,0.00364113347931764,8.79928272761147,0.541318736641273,0.341363590177055,0.199955146464218,0.391454269359703,2.93261218846564,0.000932642052016597,0,1
"63",2021-07-01,47174429423.7641,17392688191.1884,13422496559.7598,16419667247.6948,59146989315.114,79933221725.1995,6981439.38367766,0.00364583077964855,8.81835216433644,0.65321796420976,0.368688893615464,0.284529070594296,0.348062868979258,2.94821183296076,0.00216715808723023,0,1
"64",2021-10-01,50468710063.6526,24175063512.5505,18479001490.9657,16033521033.1827,59148950582.5974,80204272320.4862,7006897.21573881,0.00364650191200827,8.8822138400467,0.845158613123254,0.479010925424094,0.36614768769916,0.317692309016038,2.76118059540906,0.00724190580282458,0,1
"65",2022-01-01,47753443174.2709,20037144357.0923,10548714155.6484,17314257964.5993,69422835331.3375,87094636791.0477,7032439.98834369,0.0036453756660657,8.82327272379948,0.640495354463154,0.419595803468431,0.220899550994723,0.362576116268996,3.27761647576264,-0.00663585872943928,0,1
"66",2022-04-01,48222505643.4687,18103399256.1731,12207388525.4535,17633591222.0598,74856115293.3369,93073602723.8093,7058071.19592333,0.00364471045926004,8.82940930065998,0.628561029278078,0.375413907149908,0.25314712212817,0.365671401491102,3.48239303985422,0.000695498943827477,0,1
"67",2022-07-01,48762514066.6931,17873752265.1987,12002257538.6113,18262826419.317,70584384885.5394,94093035203.7498,7083802.13347808,0.00364560470424564,8.83690635422632,0.612683951507263,0.366546979935296,0.246136971571968,0.374525940035387,3.37713145520056,0.000849100241142819,0,1
"68",2022-10-01,51694043074.384,21431604493.7731,14890307160.6907,17724296207.2439,64992702550.81,93434164350.2386,7109626.47549148,0.00364554818539491,8.89164812551718,0.702632440689524,0.414585573485412,0.288046867204112,0.342869219606984,3.06470257459034,0.0061946759529341,0,1
