"","date","log_gdp_pc","gov_gdp","gov_con_gdp","pub_inv_gdp","priv_inv_gdp","tr_op","growth_gdp_pc"
"41",2016-01-01,8.81212944512591,0.229507125559628,0.151125561792511,0.0848496676121579,0.206096828446789,0.938615004666505,-0.000429101671137084
"42",2016-04-01,8.83490568213841,0.228615321700829,0.142135559869047,0.0760022664999569,0.19834807023822,0.946896415654176,0.00244713473776871
"43",2016-07-01,8.83525378773981,0.213508117572952,0.141468008185384,0.0731631195694985,0.20226410091922,0.967523580086272,-0.000442077792691343
"44",2016-10-01,8.84393501851889,0.205029958213845,0.143049450370163,0.0651991509087299,0.20294967582539,0.950121809092094,0.00137024093489347
"45",2017-01-01,8.87070646698371,0.219840541925912,0.140789586392976,0.0724570909269738,0.195985882383963,0.935675540873904,0.00333921835046964
"46",2017-04-01,8.85823768250441,0.220286918956082,0.146272806678863,0.0776795917268815,0.183565685928928,0.960891306354613,-0.00158500008772381
"47",2017-07-01,8.85525365460728,0.232052534231168,0.149388857588476,0.083486624767757,0.189613998387636,0.986499893782007,-0.000907975852801822
"48",2017-10-01,8.87040754189087,0.219944112359848,0.139429281475508,0.0810670195584904,0.184013368310876,0.994709781125692,0.00219127714427254
"49",2018-01-01,8.88297803697282,0.217513016004158,0.147693499762127,0.0783263805891883,0.180699357924043,0.986169678573866,0.0017693239239472
"50",2018-04-01,8.79265332525699,0.206952378352045,0.139894400754124,0.0574107419821615,0.166368119199766,0.94937756821602,-0.0103664784564176
"51",2018-07-01,8.79648481662684,0.242196932594818,0.156770472209889,0.0861257919854555,0.140693783478694,0.913108134087899,-0.000204180643971965
"52",2018-10-01,8.78834877796282,0.227608012054883,0.14782705892715,0.0794486293321116,0.104562486846763,0.902868914834963,-0.000379960900270474
"53",2019-01-01,8.7714894829336,0.202434625589153,0.132859314066759,0.0653751897996506,0.0926204943662453,0.947444710272024,-0.00153211930287594
"54",2019-04-01,8.75514109552688,0.225613934833261,0.15858145624446,0.0704768159618403,0.0934948597350185,0.933173624376929,-0.00209420726729049
"55",2019-07-01,8.76661282026477,0.203978329777249,0.148252722901208,0.0562577992182161,0.102064148081955,0.933531327965426,0.00059352007037387
"56",2019-10-01,8.7911354857582,0.246053614530774,0.164586096550687,0.0810180644752097,0.0887392188684606,0.935485904329463,0.0034335979348088
"57",2020-01-01,8.78072905221733,0.217827231977841,0.14249677335753,0.0711442656599799,0.103783896059141,0.955718389488732,-0.000767500937266552
"58",2020-04-01,8.67168594402763,0.263098664712654,0.181482323272575,0.0851896092801549,0.0835342652767483,0.792314248332276,-0.0126319704832886
"59",2020-07-01,8.74264072857727,0.209722492979246,0.136073072065954,0.0752695459363319,0.0948865449405198,0.855523802250933,0.00738431867896544
"60",2020-10-01,8.75658223239581,0.246337139117757,0.149133393466568,0.0949435044943807,0.108612555703433,0.9180938855069,0.00225439688647535
"61",2021-01-01,8.80276010566022,0.259700353967165,0.157895433039786,0.0977761642028471,0.119644111775782,1.00236624610887,0.00568253296996341
"62",2021-04-01,8.82325079853438,0.220090151094883,0.140878444816711,0.0834074992007561,0.14295108222152,1.0777316670724,0.00212939702353748
"63",2021-07-01,8.82556016325925,0.273758626309158,0.152973376930222,0.122153175783674,0.132240765676986,1.09540670496113,-0.00061268673540331
"64",2021-10-01,8.83913025964812,0.266083431775412,0.159269990023811,0.105037188029563,0.122803022745328,1.12714414463554,0.00220374496707046
"65",2022-01-01,8.83507423437401,0.239628429591102,0.14614646088389,0.0894752166092892,0.128240617776561,1.14853062323984,-1.45889350077746e-05
"66",2022-04-01,8.85329269642146,0.23331755412521,0.141560585108881,0.0962088581140499,0.127000371853798,1.16788777589421,0.00189210180922063
"67",2022-07-01,8.84418897240507,0.232559376442025,0.13767386624917,0.0951404867693807,0.12883492386752,1.18413542327983,-0.00193051893808106
"68",2022-10-01,8.84853068841094,0.203182956963682,0.12711097212492,0.0765146647825063,0.121780989977326,1.13987360011427,0.00115643956106339
